City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sobolevo,7,RU,1622490273,67,54.4299,31.8996,43.29,3.06
Pauri,17,IN,1622490274,79,30.15,78.7833,63.95,3.2
Baruun-Urt,37,MN,1622490211,60,46.6806,113.2792,38.44,9.4
Taksimo,97,RU,1622490277,93,56.3444,114.8794,38.86,2.19
Zyryanka,23,RU,1622490278,38,65.75,150.85,57.38,14.65
Quelimane,20,MZ,1622490280,88,-17.8786,36.8883,71.55,5.01
Makakilo City,1,US,1622490282,54,21.3469,-158.0858,83.61,5.75
Bose,3,IT,1622490283,81,45.4612,8.0137,66.96,3.65
Cap Malheureux,0,MU,1622490205,80,-19.9842,57.6142,73.89,3.0
Chui,9,UY,1622490286,59,-33.6971,-53.4616,60.22,13.69
Berezovyy,11,RU,1622490287,87,51.6667,135.7,48.88,3.36
Trelleborg,100,SE,1622490289,80,55.3751,13.1569,65.19,10.42
Pelym,7,RU,1622490290,62,61.0108,61.9978,38.73,4.76
Nkhotakota,22,MW,1622490292,69,-12.9274,34.2961,68.05,3.56
Tuatapere,80,NZ,1622490294,90,-46.1333,167.6833,39.22,4.56
Arrondissement de Tarbes,0,FR,1622490295,53,43.25,0.1667,77.11,4.94
Bayir,12,TR,1622490297,83,37.2687,28.2167,65.23,0.45
Salé,75,MA,1622490298,82,34.0389,-6.8166,68.02,4.61
Bilibino,42,RU,1622490300,44,68.0546,166.4372,53.91,2.24
Ponta do Sol,61,PT,1622490087,75,32.6667,-17.1,70.0,3.15
Chinhoyi,100,ZW,1622490304,46,-17.3667,30.2,56.93,4.32
Castlegar,100,CA,1622490305,34,49.2998,-117.6689,81.99,2.98
Jining,97,CN,1622490307,77,35.405,116.5814,71.47,7.07
Shizuishan,0,CN,1622491056,19,39.2333,106.7694,61.56,7.23
Redmond,98,US,1622490947,49,47.674,-122.1215,81.05,1.99
Polovinnoye,99,RU,1622491059,75,54.7914,65.9864,50.29,15.08
Rāwah,0,IQ,1622491060,14,34.4816,41.9093,89.55,8.01
Goderich,89,CA,1622491289,66,43.7501,-81.7165,73.04,6.73
Izberbash,12,RU,1622491337,76,42.5696,47.8645,64.45,5.95
Tandil,100,AR,1622491184,58,-37.3217,-59.1332,58.3,3.0
Malanje,4,AO,1622491340,40,-9.5402,16.341,64.22,2.59
Petropavlovsk-Kamchatskiy,75,RU,1622491341,93,53.0452,158.6483,39.79,2.08
Chumikan,75,RU,1622491342,86,54.7183,135.315,44.2,8.1
Rawson,100,AR,1622491344,93,-43.3002,-65.1023,49.62,12.84
Havelock,71,US,1622491345,59,34.8791,-76.9013,77.05,4.0
Biak,88,ID,1622491346,87,-0.9131,122.8766,76.05,5.61
Wanxian,87,CN,1622491348,84,30.8039,108.3897,76.3,2.59
Rhodes,20,GR,1622491349,77,36.4408,28.2225,70.79,5.01
Casablanca,75,MA,1622491189,72,33.5928,-7.6192,68.02,8.99
Bone,37,DE,1622491352,68,51.9669,12.1396,59.67,5.26
Marakkanam,100,IN,1622491353,69,12.2,79.95,85.73,12.97
Houma,1,US,1622491354,57,29.5958,-90.7195,88.0,9.22
Mahon,0,ES,1622491356,83,39.8885,4.2658,68.56,4.61
Champerico,44,GT,1622491357,60,14.3,-91.9167,89.76,6.31
Jacmel,84,HT,1622491359,68,18.2342,-72.5347,83.23,5.61
Tazovsky,7,RU,1622491360,73,67.4667,78.7,32.0,6.91
Ozernovskiy,100,RU,1622491361,94,51.5,156.5167,39.4,11.79
Tura,100,IN,1622491363,97,25.5198,90.2201,71.87,2.44
Megion,100,RU,1622491364,88,61.0296,76.1136,42.82,15.21
Upington,0,ZA,1622491366,60,-28.4478,21.2561,49.8,13.02
Henties Bay,0,NA,1622491367,80,-22.116,14.2845,57.85,10.45
Manoel Urbano,100,BR,1622491368,95,-8.8389,-69.2597,79.48,1.77
Kulhudhuffushi,79,MV,1622491370,75,6.6221,73.07,82.74,18.61
Comodoro Rivadavia,100,AR,1622491274,82,-45.8667,-67.5,47.34,5.03
Tucuruí,9,BR,1622491162,62,-3.7661,-49.6725,85.51,3.74
Sinnamary,100,GF,1622491373,92,5.3833,-52.95,77.14,10.63
Kenai,100,US,1622491375,66,60.5544,-151.2583,63.03,13.29
Yārāda,90,IN,1622491376,94,17.65,83.2667,79.12,9.86
Urgut,84,UZ,1622491377,25,39.4022,67.2431,76.62,8.86
Lockhart,68,US,1622491379,54,28.6194,-81.4426,91.96,1.99
Marystown,100,CA,1622491380,78,47.1666,-55.1483,47.12,12.68
Trincomalee,100,LK,1622491382,78,8.5711,81.2335,81.72,22.17
Nuuk,90,GL,1622491383,93,64.1835,-51.7216,36.21,11.5
Flushing,0,NL,1622491385,79,51.4425,3.5736,68.11,11.5
Pisco,100,PE,1622491386,84,-13.7,-76.2167,66.02,3.8
Butterworth,40,MY,1622491388,88,5.3991,100.3638,80.01,2.33
Kiama,100,AU,1622491389,91,-34.6833,150.8667,46.45,6.71
Luga,100,RU,1622491390,81,58.7372,29.8453,48.24,4.0
Domoni,14,KM,1622491392,82,-12.2569,44.5319,76.35,3.78
Rafaela,44,AR,1622491216,23,-31.2503,-61.4867,71.98,1.01
Saint Anthony,75,US,1622491394,42,45.0205,-93.218,78.35,1.01
Genhe,100,CN,1622491395,99,50.7833,121.5167,50.45,3.49
Camacha,20,PT,1622491397,77,33.0833,-16.3333,66.52,5.75
Lima,90,PE,1622491200,77,-12.0432,-77.0282,64.65,3.44
Tadine,72,NC,1622491399,60,-21.55,167.8833,69.87,16.73
San Patricio,98,US,1622491401,58,28.017,-97.5169,88.21,16.04
Mahajanga,20,MG,1622491402,88,-15.7167,46.3167,77.02,2.3
Boyolangu,95,ID,1622491403,92,-8.1181,111.8935,74.57,2.71
Presque Isle,90,US,1622491405,87,46.6811,-68.0159,54.03,6.91
Norman Wells,80,CA,1622491406,62,65.282,-126.8329,57.51,4.76
Eshowe,95,ZA,1622491407,79,-28.8865,31.4699,56.66,9.1
Kaeo,5,NZ,1622491409,94,-35.1,173.7833,53.33,5.41
Leh,100,IN,1622491410,74,34.1667,77.5833,46.85,4.16
Popondetta,55,PG,1622491411,93,-8.7537,148.2534,71.4,2.55
Riohacha,100,CO,1622491412,56,11.5444,-72.9072,89.37,14.9
Bushehr,0,IR,1622491414,48,28.9684,50.8385,89.87,14.16
Pochutla,71,MX,1622491415,49,15.7432,-96.4661,90.82,9.57
Morehead,1,US,1622491416,43,37.2711,-87.1764,77.14,3.0
Batagay-Alyta,100,RU,1622491418,82,67.8006,130.4114,43.43,3.13
Nantucket,90,US,1622491419,91,41.2835,-70.0995,57.54,16.11
Makkah al Mukarramah,0,SA,1622491420,32,21.4267,39.8261,94.71,4.59
Rāmhormoz,0,IR,1622491422,10,31.28,49.6035,92.52,4.29
Egvekinot,100,RU,1622491423,46,66.3167,-179.1667,38.77,4.09
Saint-Ambroise,100,CA,1622491424,61,48.5501,-71.3324,59.58,4.63
Emerald,3,AU,1622491426,94,-23.5333,148.1667,54.75,5.28
Kavaratti,100,IN,1622491427,76,10.5669,72.642,83.37,19.55
Hagi,100,JP,1622491149,58,34.4,131.4167,58.86,4.05
Peniche,95,PT,1622491430,89,39.3558,-9.3811,66.74,9.82
Verkhnevilyuysk,31,RU,1622491431,57,63.4453,120.3167,52.14,4.63
Arenillas,100,ES,1622491432,81,41.3471,-2.8462,64.81,16.71
Nauta,100,PE,1622491434,96,-4.5061,-73.5757,73.99,1.68
Ossora,100,RU,1622491435,72,59.2353,163.0719,41.4,1.5
Acarí,100,PE,1622491436,63,-15.4311,-74.6158,74.01,7.05
Maragogi,5,BR,1622491438,85,-9.0122,-35.2225,77.14,5.57
Leshukonskoye,56,RU,1622491439,77,64.8989,45.7622,46.4,6.69
Vila,85,PT,1622491441,75,42.0304,-8.1588,59.7,3.09
Cap-aux-Meules,75,CA,1622491442,94,47.3821,-61.8597,53.65,17.27
Muros,60,ES,1622491443,90,42.7762,-9.0603,67.68,2.55
Grootfontein,100,NA,1622491445,25,-19.5667,18.1167,59.02,4.5
Copiapó,0,CL,1622491200,18,-27.3667,-70.3333,60.49,4.79
Semporna,98,MY,1622491447,80,4.4818,118.6112,80.31,4.59
Teseney,1,ER,1622491449,15,15.11,36.6575,96.28,13.49
Klaksvík,100,FO,1622491450,96,62.2266,-6.589,52.72,12.88
Msanga,9,TZ,1622491451,87,-6.05,36.0333,62.96,5.82
Anchorage,100,US,1622491211,59,61.2181,-149.9003,65.28,1.99
Kanigiri,78,IN,1622491454,41,15.4,79.5167,92.88,6.87
Torit,68,SS,1622491455,56,4.4133,32.5678,77.72,4.9
Rome,1,US,1622491426,33,43.2128,-75.4557,71.46,1.01
Binga,100,ZW,1622491458,44,-17.6203,27.3414,64.15,1.19
Sainte-Marie,90,RE,1622491459,73,-20.8968,55.5496,71.73,4.61
Fenoarivo,75,MG,1622491460,94,-18.933,47.4354,62.67,3.33
Hauterive,8,FR,1622491461,84,46.0901,3.4459,72.36,3.76
Dali,40,CN,1622491463,86,25.7,100.1833,61.66,5.64
Tambura,91,SS,1622491464,59,5.6,27.4667,75.61,1.7
Vermillion,0,US,1622491465,34,42.7794,-96.9292,78.96,5.86
Eydhafushi,55,MV,1622491467,67,5.1033,73.0708,83.43,20.76
Vanimo,100,PG,1622491468,90,-2.6741,141.3028,77.23,5.97
Canutama,100,BR,1622491469,67,-6.5339,-64.3831,84.04,0.47
Severnyy-Kospashskiy,1,RU,1622491471,70,59.0925,57.8008,32.61,4.38
Mendoza,61,AR,1622491352,30,-32.8908,-68.8272,66.49,7.38
Makokou,100,GA,1622491473,98,0.5738,12.8642,71.92,0.31
Tessalit,2,ML,1622491474,6,20.1986,1.0114,98.64,15.08
Ekhabi,100,RU,1622491476,79,53.5102,142.9671,37.53,10.54
Coquimbo,0,CL,1622491477,55,-29.9533,-71.3436,68.94,4.0
Fallon,1,US,1622491478,10,39.4735,-118.7774,85.87,4.61
Evanston,90,US,1622491214,43,42.0411,-87.6901,71.4,3.0
Alzamay,18,RU,1622491481,89,55.5562,98.6644,34.84,2.26
Arvika,100,SE,1622491482,71,59.6553,12.5852,63.21,3.11
Dolzhanskaya,100,RU,1622491484,73,46.6311,37.8039,61.92,11.81
Clearlake,100,US,1622491485,14,38.9582,-122.6264,104.34,5.77
Daman,43,IN,1622491486,79,20.4167,72.85,83.61,12.86
Camaçari,11,BR,1622491488,81,-12.6975,-38.3242,80.37,6.58
Phek,95,IN,1622491489,97,25.6667,94.5,58.6,0.67
Eureka,31,US,1622491490,63,40.8021,-124.1637,73.13,3.0
Palmeirais,26,BR,1622491492,51,-5.9778,-43.0633,87.42,3.83
Amuntai,46,ID,1622491493,93,-2.4177,115.2494,74.28,1.43
Airai,100,TL,1622491494,94,-8.9266,125.4092,57.54,1.97
Mumford,100,GH,1622491496,80,5.2618,-0.759,80.69,11.9
Banjar,74,ID,1622491497,88,-8.19,114.9675,75.06,4.41
Walvis Bay,0,NA,1622491498,66,-22.9575,14.5053,58.08,15.26
Alice Springs,90,AU,1622491419,37,-23.7,133.8833,53.15,7.7
Coyhaique,86,CL,1622491501,98,-45.5752,-72.0662,47.16,6.8
Province of Trapani,90,IT,1622491502,73,37.8333,12.6667,68.92,7.45
Aarau,0,CH,1622491289,81,47.3925,8.0442,64.74,4.14
Kanniyākumāri,97,IN,1622491505,83,8.0833,77.5667,80.53,20.78
Paramonga,95,PE,1622491506,78,-10.6667,-77.8333,69.08,11.32
Vardø,75,NO,1622491507,100,70.3705,31.1107,43.0,11.5
Nova Viçosa,9,BR,1622491509,73,-17.8919,-39.3719,76.98,8.37
Grande Prairie,91,CA,1622491510,40,55.1667,-118.8027,71.73,9.98
Port Lincoln,100,AU,1622491511,42,-34.7333,135.8667,59.92,13.02
Verāval,80,IN,1622491513,74,20.9,70.3667,83.53,12.68
Port-Cartier,100,CA,1622491514,94,50.0334,-66.8654,45.93,6.02
Porto-Novo,100,BJ,1622491515,78,6.4965,2.6036,81.45,11.34
Māngrol,55,IN,1622491517,76,21.1167,70.1167,83.03,13.38
Tooele,1,US,1622491519,27,40.5308,-112.2983,81.01,10.31
Westlock,100,CA,1622491520,47,54.1502,-113.8688,69.96,7.92
Ninghai,68,CN,1622491522,98,29.2892,121.4247,72.73,2.95
Haines Junction,100,CA,1622491523,80,60.7522,-137.5108,49.15,3.27
Ruston,75,US,1622491229,50,32.5232,-92.6379,82.85,0.0
Sittwe,98,MM,1622491525,83,20.15,92.9,82.13,4.14
Broome,1,US,1622491527,43,42.2506,-75.833,70.9,3.0
Yangi Marg`ilon,4,UZ,1622491528,35,40.4272,71.7189,76.42,4.29
San Andrés,20,CO,1622491529,66,12.5847,-81.7006,87.82,13.8
